Start date; Duration; Assigned task;Category;Type
9/12/21 18:24;60;Minería de datos;Programming;Levelling
10/12/21 11:13;60;Programación para la ciencia de datos;Programming;Levelling
10/12/21 12:41;60;Programación para la ciencia de datos;Programming;Levelling
10/12/21 14:47;60;Programación para la ciencia de datos;Programming;Levelling
10/12/21 15:51;60;Programación para la ciencia de datos;Programming;Levelling
10/12/21 16:51;60;Programación para la ciencia de datos;Programming;Levelling
10/12/21 19:07;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
10/12/21 22:59;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 10:27;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 11:28;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 13:12;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 14:15;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 15:49;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
11/12/21 19:10;60;Programación para la ciencia de datos;Programming;Levelling
11/12/21 20:40;60;Programación para la ciencia de datos;Programming;Levelling
12/12/21 11:38;60;Programación para la ciencia de datos;Programming;Levelling
12/12/21 12:47;60;Programación para la ciencia de datos;Programming;Levelling
12/12/21 14:21;60;Programación para la ciencia de datos;Programming;Levelling
12/12/21 15:21;60;Programación para la ciencia de datos;Programming;Levelling
12/12/21 18:16;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
12/12/21 19:16;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
12/12/21 21:09;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
12/12/21 23:04;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 0:16;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 9:30;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 10:47;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 12:02;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 13:32;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 17:13;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 18:34;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 20:42;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 22:28;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
13/12/21 23:40;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 0:40;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 9:45;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 11:38;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 12:48;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 14:10;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 17:39;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 18:41;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 19:41;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 21:06;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 22:06;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
14/12/21 23:11;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
15/12/21 11:57;60;Minería de datos;Programming;Levelling
15/12/21 12:57;60;Minería de datos;Programming;Levelling
15/12/21 14:32;60;Minería de datos;Programming;Levelling
15/12/21 16:32;60;Minería de datos;Programming;Levelling
15/12/21 17:32;60;Minería de datos;Programming;Levelling
15/12/21 18:34;60;Minería de datos;Programming;Levelling
15/12/21 19:34;60;Minería de datos;Programming;Levelling
15/12/21 20:37;60;Minería de datos;Programming;Levelling
15/12/21 21:38;60;Minería de datos;Programming;Levelling
15/12/21 22:39;60;Minería de datos;Programming;Levelling
16/12/21 10:22;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 11:23;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 12:25;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 13:27;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 14:28;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 15:31;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 20:25;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 21:27;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 22:27;60;Programación para la ciencia de datos;Programming;Levelling
16/12/21 23:27;60;Programación para la ciencia de datos;Programming;Levelling
21/12/21 23:35;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
22/12/21 11:03;60;Programación para la ciencia de datos;Programming;Levelling
22/12/21 12:05;60;Programación para la ciencia de datos;Programming;Levelling
22/12/21 13:55;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
22/12/21 16:57;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
22/12/21 18:10;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
22/12/21 23:12;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
23/12/21 0:12;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
24/12/21 9:39;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
24/12/21 11:40;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
25/12/21 13:02;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
25/12/21 14:04;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
26/12/21 1:19;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
26/12/21 10:52;60;Programación en scripting;Programming;Levelling
26/12/21 13:24;60;Programación en scripting;Programming;Levelling
26/12/21 17:53;60;Programación en scripting;Programming;Levelling
26/12/21 19:00;60;Programación en scripting;Programming;Levelling
26/12/21 20:01;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 1:54;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 10:19;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 11:25;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 12:30;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 14:34;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 15:34;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
27/12/21 17:10;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
28/12/21 10:57;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
28/12/21 11:57;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
28/12/21 12:57;60;Diseño y uso de base de datos analíticas;Miscellany;Levelling
29/12/21 9:29;60;Programación en scripting;Programming;Levelling
29/12/21 10:45;60;Programación en scripting;Programming;Levelling
29/12/21 11:45;60;Programación en scripting;Programming;Levelling
29/12/21 12:47;60;Programación en scripting;Programming;Levelling
29/12/21 13:49;60;Programación en scripting;Programming;Levelling
29/12/21 16:04;60;Programación en scripting;Programming;Levelling
29/12/21 17:04;60;Programación en scripting;Programming;Levelling
29/12/21 18:08;60;Programación en scripting;Programming;Levelling
29/12/21 19:10;60;Programación en scripting;Programming;Levelling
30/12/21 15:46;60;Programación en scripting;Programming;Levelling
30/12/21 17:02;60;Programación en scripting;Programming;Levelling
30/12/21 19:41;60;Programación en scripting;Programming;Levelling
31/12/21 11:05;60;Programación en scripting;Programming;Levelling
31/12/21 12:10;60;Programación en scripting;Programming;Levelling
31/12/21 13:10;60;Programación en scripting;Programming;Levelling
31/12/21 14:41;60;Programación en scripting;Programming;Levelling
1/1/22 0:37;60;Programación en scripting;Programming;Levelling
1/1/22 2:47;60;Programación en scripting;Programming;Levelling
1/1/22 3:48;60;Programación en scripting;Programming;Levelling
1/1/22 4:48;60;Programación en scripting;Programming;Levelling
1/1/22 12:02;60;Programación en scripting;Programming;Levelling
2/1/22 0:22;60;Programación en scripting;Programming;Levelling
2/1/22 1:22;60;Programación en scripting;Programming;Levelling
2/1/22 2:22;60;Programación en scripting;Programming;Levelling
2/1/22 4:03;60;Programación en scripting;Programming;Levelling
2/1/22 5:03;60;Programación en scripting;Programming;Levelling
2/1/22 6:03;60;Programación en scripting;Programming;Levelling
2/1/22 7:03;60;Programación en scripting;Programming;Levelling
2/1/22 8:19;60;Programación en scripting;Programming;Levelling
2/1/22 9:32;60;Programación en scripting;Programming;Levelling
2/1/22 10:44;60;Programación en scripting;Programming;Levelling
2/1/22 13:14;60;Programación en scripting;Programming;Levelling
3/1/22 22:38;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 9:43;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 11:01;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 12:23;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 13:23;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 15:59;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 17:35;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 18:35;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 20:31;60;Tipología y ciclo de vida de los datos;Miscellany;Master
4/1/22 23:05;60;Tipología y ciclo de vida de los datos;Miscellany;Master
5/1/22 13:35;60;Programación para la ciencia de datos;Programming;Levelling
5/1/22 14:40;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 10:12;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 11:39;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 13:13;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 16:24;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 17:32;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 19:45;60;Programación para la ciencia de datos;Programming;Levelling
6/1/22 21:55;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 11:13;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 12:13;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 13:50;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 16:49;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 18:16;60;Fundamentos de la ciencia de datos;Miscellany;Master
7/1/22 20:12;60;Programación para la ciencia de datos;Programming;Levelling
7/1/22 22:40;60;Programación para la ciencia de datos;Programming;Levelling
7/1/22 23:40;60;Programación para la ciencia de datos;Programming;Levelling
8/1/22 0:50;60;Programación para la ciencia de datos;Programming;Levelling
8/1/22 11:17;60;Fundamentos de la ciencia de datos;Miscellany;Master
8/1/22 13:24;60;Fundamentos de la ciencia de datos;Miscellany;Master
8/1/22 15:01;60;Fundamentos de la ciencia de datos;Miscellany;Master
8/1/22 17:43;60;Fundamentos de la ciencia de datos;Miscellany;Master
8/1/22 19:19;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 14:21;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 15:21;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 16:39;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 17:39;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 19:01;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 20:03;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 22:39;60;Programación para la ciencia de datos;Programming;Levelling
9/1/22 23:41;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 12:39;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 14:01;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 15:03;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 16:03;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 17:48;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 18:48;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 19:48;60;Programación para la ciencia de datos;Programming;Levelling
10/1/22 22:17;60;Programación para la ciencia de datos;Programming;Levelling
11/1/22 13:36;60;Minería de datos;Programming;Levelling
11/1/22 14:36;60;Minería de datos;Programming;Levelling
11/1/22 16:07;60;Minería de datos;Programming;Levelling
11/1/22 18:12;60;Minería de datos;Programming;Levelling
11/1/22 19:12;60;Minería de datos;Programming;Levelling
11/1/22 21:04;60;Minería de datos;Programming;Levelling
11/1/22 23:03;60;Minería de datos;Programming;Levelling
12/1/22 11:07;60;Tipología y ciclo de vida de los datos;Miscellany;Master
12/1/22 12:40;60;Tipología y ciclo de vida de los datos;Miscellany;Master
12/1/22 16:16;60;Minería de datos;Programming;Levelling
12/1/22 17:43;60;Minería de datos;Programming;Levelling
12/1/22 18:43;60;Minería de datos;Programming;Levelling
12/1/22 19:43;60;Minería de datos;Programming;Levelling
12/1/22 20:43;60;Minería de datos;Programming;Levelling
12/1/22 21:43;60;Minería de datos;Programming;Levelling
12/1/22 23:05;60;Minería de datos;Programming;Levelling
17/1/22 13:50;60;Tipología y ciclo de vida de los datos;Miscellany;Master
21/2/22 10:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
21/2/22 10:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
21/2/22 11:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
21/2/22 11:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
21/2/22 12:33;60;Deep Learning;Programming;Master
21/2/22 12:33;60;Deep Learning;Programming;Master
21/2/22 12:33;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 12:33;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 13:49;60;Deep Learning;Programming;Master
21/2/22 13:49;60;Deep Learning;Programming;Master
21/2/22 13:49;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 13:49;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 16:18;60;Deep Learning;Programming;Master
21/2/22 16:18;60;Deep Learning;Programming;Master
21/2/22 16:18;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 16:18;60;Aprendizaje por refuerzo;Programming;Master
21/2/22 17:18;60;Estadística avanzada;Miscellany;Master
21/2/22 17:18;60;Estadística avanzada;Miscellany;Master
21/2/22 19:53;60;Diseño y programación orientada a objetos;Programming;Levelling
21/2/22 19:53;60;Diseño y programación orientada a objetos;Programming;Levelling
21/2/22 22:22;60;Diseño y programación orientada a objetos;Programming;Levelling
21/2/22 22:22;60;Diseño y programación orientada a objetos;Programming;Levelling
22/2/22 9:00;60;Estadística avanzada;Miscellany;Master
22/2/22 9:00;60;Estadística avanzada;Miscellany;Master
22/2/22 10:00;60;Estadística avanzada;Miscellany;Master
22/2/22 10:00;60;Estadística avanzada;Miscellany;Master
22/2/22 11:38;60;Estadística avanzada;Miscellany;Master
22/2/22 11:38;60;Estadística avanzada;Miscellany;Master
22/2/22 12:40;60;Modelos avanzados de minería de datos;Programming;Master
22/2/22 12:40;60;Modelos avanzados de minería de datos;Programming;Master
22/2/22 14:01;60;Modelos avanzados de minería de datos;Programming;Master
22/2/22 14:01;60;Modelos avanzados de minería de datos;Programming;Master
23/2/22 11:31;60;Visualización de datos;Miscellany;Master
23/2/22 11:31;60;Visualización de datos;Miscellany;Master
23/2/22 12:46;60;Visualización de datos;Miscellany;Master
23/2/22 12:46;60;Visualización de datos;Miscellany;Master
23/2/22 14:09;60;Visualización de datos;Miscellany;Master
23/2/22 14:09;60;Visualización de datos;Miscellany;Master
23/2/22 17:53;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 17:53;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 18:53;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 18:53;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 21:03;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 21:03;60;Diseño y programación orientada a objetos;Programming;Levelling
23/2/22 22:29;60;Deep Learning;Programming;Master
23/2/22 22:29;60;Deep Learning;Programming;Master
23/2/22 22:29;60;Aprendizaje por refuerzo;Programming;Master
23/2/22 22:29;60;Aprendizaje por refuerzo;Programming;Master
24/2/22 16:05;60;Estadística avanzada;Miscellany;Master
24/2/22 16:05;60;Estadística avanzada;Miscellany;Master
24/2/22 17:14;60;Estadística avanzada;Miscellany;Master
24/2/22 17:14;60;Estadística avanzada;Miscellany;Master
25/2/22 13:18;60;Estadística avanzada;Miscellany;Master
25/2/22 13:18;60;Estadística avanzada;Miscellany;Master
25/2/22 14:38;60;Estadística avanzada;Miscellany;Master
25/2/22 14:38;60;Estadística avanzada;Miscellany;Master
25/2/22 15:59;60;Diseño y programación orientada a objetos;Programming;Levelling
25/2/22 15:59;60;Diseño y programación orientada a objetos;Programming;Levelling
25/2/22 16:59;60;Diseño y programación orientada a objetos;Programming;Levelling
25/2/22 16:59;60;Diseño y programación orientada a objetos;Programming;Levelling
25/2/22 19:37;60;Diseño y programación orientada a objetos;Programming;Levelling
25/2/22 19:37;60;Diseño y programación orientada a objetos;Programming;Levelling
26/2/22 13:47;60;Modelos avanzados de minería de datos;Programming;Master
26/2/22 13:47;60;Modelos avanzados de minería de datos;Programming;Master
26/2/22 16:22;60;Modelos avanzados de minería de datos;Programming;Master
26/2/22 16:22;60;Modelos avanzados de minería de datos;Programming;Master
26/2/22 17:46;60;Modelos avanzados de minería de datos;Programming;Master
26/2/22 17:46;60;Modelos avanzados de minería de datos;Programming;Master
28/2/22 17:49;60;Deep Learning;Programming;Master
28/2/22 17:49;60;Deep Learning;Programming;Master
28/2/22 17:49;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 17:49;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 18:49;60;Deep Learning;Programming;Master
28/2/22 18:49;60;Deep Learning;Programming;Master
28/2/22 18:49;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 18:49;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 20:11;60;Deep Learning;Programming;Master
28/2/22 20:11;60;Deep Learning;Programming;Master
28/2/22 20:11;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 20:11;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 21:54;60;Deep Learning;Programming;Master
28/2/22 21:54;60;Deep Learning;Programming;Master
28/2/22 21:54;60;Aprendizaje por refuerzo;Programming;Master
28/2/22 21:54;60;Aprendizaje por refuerzo;Programming;Master
1/3/22 12:00;60;Estadística avanzada;Miscellany;Master
1/3/22 12:00;60;Estadística avanzada;Miscellany;Master
1/3/22 13:04;60;Estadística avanzada;Miscellany;Master
1/3/22 13:04;60;Estadística avanzada;Miscellany;Master
1/3/22 14:04;60;Estadística avanzada;Miscellany;Master
1/3/22 14:04;60;Estadística avanzada;Miscellany;Master
1/3/22 18:13;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 18:13;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 19:13;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 19:13;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 21:09;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 21:09;60;Modelos avanzados de minería de datos;Programming;Master
1/3/22 22:27;60;Visualización de datos;Miscellany;Master
1/3/22 22:27;60;Visualización de datos;Miscellany;Master
2/3/22 11:37;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 11:37;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 13:00;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 13:00;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 15:54;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 15:54;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 16:54;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 16:54;60;Diseño y programación orientada a objetos;Programming;Levelling
2/3/22 18:24;60;Deep Learning;Programming;Master
2/3/22 18:24;60;Deep Learning;Programming;Master
2/3/22 18:24;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 18:24;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 19:41;60;Deep Learning;Programming;Master
2/3/22 19:41;60;Deep Learning;Programming;Master
2/3/22 19:41;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 19:41;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 20:47;60;Deep Learning;Programming;Master
2/3/22 20:47;60;Deep Learning;Programming;Master
2/3/22 20:47;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 20:47;60;Aprendizaje por refuerzo;Programming;Master
2/3/22 22:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
2/3/22 22:13;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
3/3/22 11:40;60;Estadística avanzada;Miscellany;Master
3/3/22 11:40;60;Estadística avanzada;Miscellany;Master
3/3/22 12:48;60;Estadística avanzada;Miscellany;Master
3/3/22 12:48;60;Estadística avanzada;Miscellany;Master
3/3/22 13:51;60;Estadística avanzada;Miscellany;Master
3/3/22 13:51;60;Estadística avanzada;Miscellany;Master
3/3/22 17:17;60;Modelos avanzados de minería de datos;Programming;Master
3/3/22 17:17;60;Modelos avanzados de minería de datos;Programming;Master
4/3/22 10:04;60;Diseño y programación orientada a objetos;Programming;Levelling
4/3/22 10:04;60;Diseño y programación orientada a objetos;Programming;Levelling
4/3/22 12:16;60;Diseño y programación orientada a objetos;Programming;Levelling
4/3/22 12:16;60;Diseño y programación orientada a objetos;Programming;Levelling
4/3/22 13:37;60;Diseño y programación orientada a objetos;Programming;Levelling
4/3/22 13:37;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 13:24;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 13:24;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 14:40;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 14:40;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 15:40;60;Diseño y programación orientada a objetos;Programming;Levelling
5/3/22 15:40;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 13:40;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 13:40;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 15:55;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 15:55;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 18:39;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 18:39;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 19:45;60;Diseño y programación orientada a objetos;Programming;Levelling
6/3/22 19:45;60;Diseño y programación orientada a objetos;Programming;Levelling
7/3/22 11:20;60;Diseño y programación orientada a objetos;Programming;Levelling
7/3/22 11:20;60;Diseño y programación orientada a objetos;Programming;Levelling
7/3/22 12:20;60;Diseño y programación orientada a objetos;Programming;Levelling
7/3/22 12:20;60;Diseño y programación orientada a objetos;Programming;Levelling
7/3/22 14:20;60;Deep Learning;Programming;Master
7/3/22 14:20;60;Deep Learning;Programming;Master
7/3/22 14:20;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 14:20;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 16:53;60;Deep Learning;Programming;Master
7/3/22 16:53;60;Deep Learning;Programming;Master
7/3/22 16:53;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 16:53;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 18:32;60;Deep Learning;Programming;Master
7/3/22 18:32;60;Deep Learning;Programming;Master
7/3/22 18:32;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 18:32;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 19:39;60;Deep Learning;Programming;Master
7/3/22 19:39;60;Deep Learning;Programming;Master
7/3/22 19:39;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 19:39;60;Aprendizaje por refuerzo;Programming;Master
7/3/22 21:33;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
7/3/22 21:33;60;Arquitecturas de bases de datos no tradicionales;Miscellany;Master
8/3/22 10:11;60;Estadística avanzada;Miscellany;Master
8/3/22 10:11;60;Estadística avanzada;Miscellany;Master
8/3/22 11:11;60;Estadística avanzada;Miscellany;Master
8/3/22 11:11;60;Estadística avanzada;Miscellany;Master
8/3/22 12:29;60;Modelos avanzados de minería de datos;Programming;Master
8/3/22 12:29;60;Modelos avanzados de minería de datos;Programming;Master
8/3/22 14:10;60;Modelos avanzados de minería de datos;Programming;Master
8/3/22 14:10;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 11:33;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 11:33;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 13:00;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 13:00;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 14:19;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 14:19;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 16:18;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 16:18;60;Modelos avanzados de minería de datos;Programming;Master
9/3/22 17:42;60;Deep Learning;Programming;Master
9/3/22 17:42;60;Deep Learning;Programming;Master
9/3/22 17:42;60;Aprendizaje por refuerzo;Programming;Master
9/3/22 17:42;60;Aprendizaje por refuerzo;Programming;Master
9/3/22 19:15;60;Deep Learning;Programming;Master
9/3/22 19:15;60;Deep Learning;Programming;Master
9/3/22 19:15;60;Aprendizaje por refuerzo;Programming;Master
9/3/22 19:15;60;Aprendizaje por refuerzo;Programming;Master
10/3/22 10:17;60;Estadística avanzada;Miscellany;Master
10/3/22 10:17;60;Estadística avanzada;Miscellany;Master
10/3/22 11:25;60;Estadística avanzada;Miscellany;Master
10/3/22 11:25;60;Estadística avanzada;Miscellany;Master
10/3/22 12:41;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 12:41;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 13:49;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 13:49;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 15:24;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 15:24;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 16:24;60;Modelos avanzados de minería de datos;Programming;Master
10/3/22 16:24;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 10:07;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 10:07;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 13:50;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 13:50;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 15:23;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 15:23;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 17:20;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 17:20;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 18:32;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 18:32;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 19:36;60;Modelos avanzados de minería de datos;Programming;Master
11/3/22 19:36;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 12:19;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 12:19;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 14:27;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 14:27;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 15:47;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 15:47;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 17:12;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 17:12;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 19:55;60;Modelos avanzados de minería de datos;Programming;Master
12/3/22 19:55;60;Modelos avanzados de minería de datos;Programming;Master
